Omzet_Bulanan_Juta_Rp,Laba_Bersih_Bulanan_Juta_Rp,Jumlah_Karyawan,Total_Aset_Juta_Rp,Pencatatan_Keuangan_1_3,Tingkat_Digitalisasi_1_4
3.93,0.38,1,9.09,1,1
5.79,1.4,1,2.99,1,1
148.24,31.98,7,213.99,3,3
3.26,-0.03,1,4.56,1,2
6.97,0.94,1,1.47,2,1
6.12,1.45,1,9.88,1,2
2.45,-0.02,1,4.28,1,1
5.65,0.23,1,9.64,2,2
34.1,6.98,1,35.82,2,2
4.42,0.07,1,9.64,2,1
5.46,0.9,1,2.52,1,1
37.19,8.82,1,10.79,2,2
1.64,-0.11,1,7.8,1,1
22.0,4.94,1,80.73,2,2
10.04,1.82,3,34.23,2,2
4.39,-0.25,1,6.72,1,2
4.23,-0.39,1,4.71,1,2
6.57,-0.18,1,3.71,1,1
26.98,6.59,2,38.76,2,2
4.68,0.1,1,3.86,1,2
96.01,28.49,8,489.97,3,3
18.71,5.25,1,91.15,2,3
29.57,4.89,3,43.78,3,3
4.81,1.05,1,1.17,1,1
6.99,-0.15,1,2.97,1,1
20.73,3.56,3,70.07,3,3
24.25,6.48,1,62.84,2,3
2.0,0.18,1,3.41,1,1
1.38,0.04,1,6.98,1,1
4.03,0.25,1,2.45,1,1
31.99,5.89,1,73.31,2,3
6.35,1.28,1,7.46,2,1
106.4,37.82,6,205.62,3,4
26.95,5.45,1,20.73,2,2
38.76,6.08,1,30.09,3,3
1.94,-0.04,1,9.95,1,1
8.66,1.61,1,66.01,2,3
5.79,0.92,1,5.92,1,1
5.55,0.61,1,3.09,1,1
12.03,2.35,2,83.1,3,2
6.54,1.41,1,6.72,1,1
2.02,0.45,1,8.52,1,1
17.64,4.21,1,98.21,2,3
9.67,2.49,1,77.3,2,3
6.33,0.95,1,8.78,1,1
3.48,0.25,1,6.33,1,1
37.65,10.52,2,17.48,2,2
0.55,0.02,1,1.86,1,1
74.48,25.0,8,236.73,2,4
70.96,23.36,3,279.96,3,4
35.9,9.89,2,46.46,2,2
149.05,52.88,3,215.21,3,3
11.65,2.28,1,27.55,2,2
3.96,0.37,1,7.63,1,1
124.75,36.85,6,194.4,3,4
5.76,0.47,1,1.11,1,1
0.98,0.16,1,8.0,2,1
8.04,1.91,2,20.01,2,2
2.69,-0.19,1,6.02,1,1
1.66,-0.05,1,3.51,1,1
26.87,5.81,2,60.48,2,3
12.94,2.05,2,21.04,3,3
2.05,0.22,1,9.27,1,2
6.16,-0.51,1,3.96,1,1
144.92,49.14,6,107.61,3,4
153.22,44.48,4,199.45,3,4
18.82,3.97,2,43.07,2,2
28.81,6.69,2,38.88,2,2
62.65,24.37,5,337.88,3,3
6.39,-0.25,1,1.95,1,1
15.74,3.7,3,84.41,1,2
123.99,46.2,8,229.45,2,4
8.39,1.83,2,87.37,2,2
1.26,-0.03,1,9.62,1,1
4.48,0.53,1,9.45,1,1
0.69,-0.07,1,6.03,1,1
0.66,0.11,1,2.29,1,1
1.69,-0.1,1,8.89,1,1
12.43,3.57,2,88.21,2,2
38.95,10.56,2,29.12,2,2
3.86,-0.21,1,8.9,1,1
0.68,-0.03,1,3.58,1,2
1.93,0.33,1,4.04,1,1
4.56,0.99,1,4.4,1,1
26.45,6.23,3,57.62,2,2
8.44,2.32,3,67.72,2,2
6.11,-0.2,1,3.32,1,1
33.37,9.15,2,54.96,2,3
4.15,-0.21,1,7.39,1,1
26.13,5.45,3,36.46,2,2
2.37,0.13,1,3.37,1,1
4.48,-0.3,1,1.93,1,1
25.24,5.16,1,77.29,2,3
7.91,2.23,2,44.62,2,3
55.09,16.51,6,109.76,2,4
1.34,0.14,1,6.83,1,1
6.33,0.73,1,5.27,1,1
20.67,5.1,3,92.0,2,2
34.52,8.88,3,53.52,3,3
4.63,-0.45,1,9.56,1,1
29.21,8.12,1,15.04,2,3
5.57,-0.29,1,6.49,1,1
6.09,-0.17,1,9.93,1,1
34.34,5.83,3,99.11,2,3
5.41,0.2,1,8.43,1,1
0.71,0.05,1,6.98,1,1
4.26,0.31,1,9.79,1,2
39.49,11.63,2,83.07,3,3
38.85,11.19,3,87.53,3,2
33.79,5.45,3,77.8,2,3
5.67,0.25,1,6.33,2,1
5.4,-0.03,1,7.0,1,2
19.28,5.41,2,39.41,2,3
19.29,3.03,1,73.99,2,3
15.57,2.94,3,46.59,2,2
1.28,0.1,1,4.57,1,1
2.44,-0.18,1,3.33,1,1
1.41,0.17,1,3.42,1,1
33.49,9.23,1,13.54,2,3
14.2,2.41,3,15.59,2,3
29.28,8.15,1,19.36,2,2
28.33,7.11,1,97.14,3,3
29.17,5.66,1,73.82,2,2
19.51,5.69,1,60.34,1,2
3.82,-0.17,1,1.46,1,2
3.78,0.74,1,8.31,1,1
7.4,1.74,3,35.74,2,2
5.04,0.22,1,1.69,1,1
125.22,29.52,4,362.69,3,4
0.73,-0.03,1,1.82,1,1
16.22,3.88,2,17.5,2,2
1.81,0.35,1,9.91,1,2
36.6,9.0,2,53.68,2,2
2.66,0.0,1,6.04,1,2
28.23,4.41,3,27.28,2,2
106.93,34.43,3,469.78,3,3
0.85,0.07,1,2.51,2,2
1.53,0.23,1,7.28,2,1
29.66,6.48,1,43.11,3,2
33.67,7.03,2,33.41,1,3
1.54,0.32,1,1.1,1,1
19.0,3.31,1,38.02,2,3
158.69,60.02,8,472.54,3,3
26.37,4.3,1,91.7,1,2
15.71,4.33,1,58.11,2,3
38.55,8.94,1,21.73,2,3
28.23,5.73,2,91.58,2,3
1.32,0.21,1,7.56,1,2
38.91,10.4,3,40.57,2,3
155.22,34.44,7,112.38,3,4
8.93,1.63,2,86.7,3,3
6.66,0.14,1,8.25,1,1
116.11,33.26,3,320.73,3,4
3.15,-0.27,1,1.43,1,1
1.96,0.2,1,7.56,1,1
25.4,4.0,2,62.71,2,2
30.36,7.79,2,65.78,2,2
28.39,7.56,1,71.19,2,2
6.81,1.23,1,4.57,2,1
36.49,7.32,2,45.49,2,2
19.66,3.06,1,35.6,3,3
53.45,16.54,3,161.81,3,4
24.37,4.7,3,17.07,1,2
6.7,1.44,1,4.48,1,1
0.76,0.1,1,4.34,1,1
4.22,0.73,1,8.29,1,1
83.2,21.53,9,270.91,3,4
58.7,19.17,8,125.84,3,3
5.69,0.05,1,9.96,1,2
37.12,9.29,1,29.81,2,3
6.31,-0.32,1,7.44,2,2
109.79,42.94,8,167.04,3,3
4.11,-0.01,1,9.16,1,1
6.66,-0.49,1,6.25,1,1
23.01,6.25,2,77.46,2,2
2.68,0.26,1,6.44,1,1
38.32,6.9,3,79.51,2,3
3.07,0.08,1,6.72,1,2
3.17,0.58,1,5.69,1,1
3.54,0.86,1,9.93,1,1
1.08,0.25,1,5.57,1,1
2.61,0.62,1,4.86,1,1
4.09,-0.08,1,3.85,1,1
5.65,0.15,1,8.53,2,1
140.25,32.51,7,359.24,3,3
34.9,5.35,3,26.93,2,2
124.95,26.11,4,280.5,3,3
4.32,0.29,1,7.52,1,1
1.24,-0.0,1,3.41,1,1
147.3,45.59,7,172.56,2,3
6.48,-0.3,1,8.57,1,1
3.94,0.05,1,1.63,1,1
4.84,0.35,1,9.38,2,1
26.39,5.41,3,79.87,2,3
3.01,0.14,1,3.86,1,1
6.23,0.95,1,8.05,1,2
141.33,29.32,4,363.02,3,4
158.97,46.03,4,472.66,3,3
26.55,5.1,3,37.31,2,2
31.09,7.77,2,47.26,2,2
1.38,-0.01,1,4.32,1,1
31.41,5.84,3,74.24,2,2
22.94,4.56,2,73.32,3,2
99.36,35.71,4,448.22,2,3
14.59,3.84,1,16.69,3,2
66.51,19.87,9,336.71,3,4
6.01,1.37,1,7.85,1,1
16.91,3.15,2,11.12,2,2
4.0,-0.09,1,4.49,1,1
16.98,4.71,2,84.57,2,3
142.5,54.89,5,428.12,2,4
21.68,6.0,2,82.81,2,2
3.53,0.87,1,7.27,1,1
14.16,2.26,2,36.93,2,2
20.33,6.0,3,23.14,3,3
13.8,2.5,3,61.97,3,2
19.51,5.38,3,95.02,1,2
1.56,0.09,1,8.97,2,1
2.25,-0.09,1,8.08,1,2
14.79,3.35,2,55.75,2,3
40.13,10.89,5,209.55,3,3
6.71,0.57,1,7.9,1,1
141.64,47.48,6,149.71,3,4
0.69,0.13,1,8.79,1,1
5.71,0.88,1,6.14,1,1
2.56,0.12,1,4.84,1,1
34.12,5.2,3,65.0,2,3
1.45,-0.07,1,4.56,1,1
9.44,1.54,1,95.27,2,3
36.21,5.81,3,87.84,3,3
10.48,2.49,2,56.09,3,2
33.8,9.05,2,44.9,3,3
6.94,0.68,1,9.3,1,1
2.94,0.15,1,1.77,1,1
10.59,2.05,1,28.54,3,3
32.07,7.15,2,40.02,2,2
11.78,3.37,2,14.86,2,2
1.82,0.11,1,6.36,1,1
8.92,1.64,2,82.12,3,2
0.74,0.13,1,6.08,1,1
1.4,0.14,1,8.62,1,1
34.9,7.49,1,49.36,2,2
19.94,3.29,1,46.2,2,3
39.75,6.75,3,29.35,1,2
36.67,8.31,2,57.56,2,3
4.61,-0.26,1,6.71,1,1
13.8,2.3,1,60.88,1,3
18.06,4.13,1,86.55,2,2
27.42,7.23,1,89.37,2,2
154.16,31.48,6,106.44,3,3
23.94,4.59,3,40.12,2,3
128.63,37.54,8,157.18,3,4
140.21,52.76,4,192.55,3,4
25.56,6.31,3,56.29,2,2
27.72,8.1,1,81.78,2,2
3.75,0.32,1,6.55,1,1
1.94,0.25,1,5.16,1,1
0.63,-0.03,1,5.15,2,1
4.49,-0.25,1,4.59,2,1
2.36,-0.21,1,6.41,1,2
2.26,0.4,1,1.81,1,1
23.03,6.06,2,50.92,2,2
4.17,0.94,1,8.59,1,1
34.13,8.84,1,49.63,1,2
6.68,-0.05,1,5.13,1,1
34.71,5.48,3,54.45,2,2
39.24,10.93,3,76.31,2,2
34.4,8.37,2,87.28,2,3
0.63,0.03,1,1.18,1,1
99.92,24.77,6,428.4,3,4
136.13,39.36,9,167.71,3,3
2.22,-0.02,1,2.31,1,1
14.21,3.0,1,20.54,2,3
1.72,0.22,1,2.96,1,1
4.73,-0.09,1,7.63,2,1
26.13,4.86,1,37.48,2,2
3.45,-0.09,1,3.92,1,1
5.42,0.38,1,3.18,1,1
16.75,3.51,2,98.37,2,2
30.77,5.77,1,61.56,1,2
4.97,1.21,1,3.78,1,1
10.71,3.03,3,86.85,3,2
23.27,5.25,1,75.14,2,3
7.18,1.43,2,47.12,2,3
118.44,34.16,6,222.44,3,4
9.1,1.69,2,31.27,2,2
3.64,0.64,1,7.32,1,1
0.95,-0.04,1,9.08,1,1
10.48,2.68,3,86.98,2,3
15.56,3.71,2,42.79,2,2
146.35,34.1,3,354.04,3,4
46.72,12.58,5,441.77,2,3
6.76,0.61,1,2.02,1,1
7.19,1.86,2,75.69,2,3
24.49,6.42,1,56.64,3,3
111.94,43.76,8,158.0,2,4
5.89,0.68,1,3.55,1,1
1.89,0.29,1,1.0,1,1
71.19,15.05,4,447.5,2,4
158.53,42.4,9,384.19,2,4
17.76,4.53,1,57.66,2,2
3.72,-0.35,1,7.85,1,1
4.35,0.27,1,9.02,1,1
15.36,3.05,1,49.35,2,2
16.49,4.9,3,75.53,2,2
31.67,5.33,1,50.58,2,2
26.9,7.09,2,54.36,2,2
1.32,0.0,1,7.19,1,1
155.85,53.47,5,156.53,3,3
17.62,4.75,1,19.8,2,2
6.06,0.12,1,8.49,2,2
7.26,1.53,3,60.61,3,3
4.08,0.37,1,1.64,1,1
1.61,-0.01,1,9.9,1,1
5.38,-0.31,1,1.2,1,1
102.08,25.6,9,162.0,3,3
2.14,0.03,1,5.35,2,1
35.46,8.81,3,63.07,2,2
35.01,9.46,2,37.19,2,2
3.96,-0.04,1,7.04,1,1
101.91,25.41,10,254.29,3,3
84.74,30.97,7,108.89,3,3
5.87,0.45,1,2.76,1,1
20.45,5.05,1,28.08,2,2
5.58,-0.54,1,8.82,1,1
23.18,4.36,3,60.09,2,2
97.76,29.17,7,177.49,3,4
32.26,5.5,2,60.73,2,3
5.46,-0.49,1,1.64,1,2
0.51,-0.01,1,2.3,1,1
1.68,0.38,1,2.07,1,1
4.86,-0.05,1,3.74,1,1
0.63,0.01,1,5.71,1,1
3.49,0.44,1,6.94,1,1
118.16,25.36,8,176.6,3,3
6.22,-0.48,1,6.11,1,2
42.58,13.64,6,491.84,3,4
105.44,35.36,5,449.95,2,4
6.02,-0.13,1,1.45,1,1
6.35,1.41,1,3.89,1,1
0.89,0.02,1,8.01,1,2
0.71,-0.02,1,7.18,1,1
4.8,-0.47,1,5.58,1,1
2.85,-0.19,1,2.24,1,1
2.09,0.27,1,4.86,1,2
4.36,-0.22,1,9.17,1,1
5.29,-0.1,1,4.53,1,1
2.96,0.08,1,8.75,1,1
5.2,1.2,1,5.54,1,1
20.62,4.64,3,75.53,2,2
36.06,9.12,1,33.65,2,2
1.55,0.01,1,6.4,1,2
29.51,6.7,1,47.22,3,3
1.58,0.21,1,1.86,1,2
5.55,0.55,1,8.53,1,2
3.74,-0.1,1,3.48,1,1
14.53,3.16,3,36.22,2,2
1.29,0.03,1,6.84,1,1
5.73,-0.52,1,6.1,1,1
22.89,3.84,3,33.11,3,2
27.57,4.42,1,93.58,2,2
19.53,3.02,3,92.88,2,2
3.63,-0.03,1,2.1,1,1
30.06,5.94,1,32.12,1,2
91.44,24.62,5,300.77,2,3
25.48,5.65,3,22.99,3,3
100.51,23.9,6,164.23,2,4
15.37,3.19,2,58.45,1,3
0.99,0.05,1,6.39,1,1
51.17,13.24,6,444.76,2,4
23.48,6.65,1,35.61,2,2
20.94,5.88,3,13.94,3,2
4.69,0.78,1,8.39,1,1
34.26,8.49,2,52.35,3,3
3.64,0.63,1,5.17,1,1
9.38,1.98,2,33.87,2,2
10.87,2.66,1,22.11,2,3
13.77,2.18,1,89.02,2,2
2.87,0.11,1,3.86,1,1
1.33,0.07,1,8.74,1,1
29.31,6.72,2,96.33,2,2
13.12,3.25,3,17.86,2,2
10.28,2.5,3,28.74,2,3
24.22,7.11,1,37.03,3,2
2.61,-0.06,1,2.63,1,1
94.07,36.75,3,125.34,3,4
24.83,5.3,1,57.54,3,2
5.08,1.13,1,5.91,1,2
4.54,0.01,1,6.78,1,1
27.03,4.3,3,61.83,2,3
7.73,1.54,3,67.46,2,3
5.08,0.7,1,7.39,1,1
149.6,31.65,4,222.91,3,4
2.65,0.63,1,6.14,1,2
14.43,3.93,3,18.39,2,3
30.0,8.65,1,49.75,2,3
3.58,0.09,1,8.25,1,2
34.95,7.73,1,13.87,2,2
153.87,60.61,4,415.47,2,4
31.14,6.83,2,92.31,2,3
17.34,4.83,2,95.26,2,3
3.66,0.08,1,6.57,1,2
12.08,2.09,2,87.67,3,2
3.96,0.15,1,9.39,1,2
81.13,26.69,7,466.22,3,4
6.36,0.4,1,1.54,2,1
150.39,45.31,10,374.9,3,3
6.17,1.38,1,8.4,1,2
3.8,0.1,1,6.55,1,1
54.2,21.27,4,239.92,3,4
37.26,8.37,3,25.2,3,2
20.08,3.32,1,11.3,3,3
6.72,0.7,1,2.09,1,2
30.01,6.22,1,31.4,2,3
87.66,23.49,6,479.76,3,3
39.94,8.79,2,46.78,2,2
23.07,5.28,3,33.44,2,3
5.82,-0.22,1,9.23,1,1
13.71,3.08,3,16.2,2,3
35.42,10.4,1,38.09,2,2
3.0,0.73,1,4.16,1,1
89.44,32.41,6,394.25,3,3
4.09,0.97,1,5.25,1,1
6.14,0.75,1,4.61,1,1
6.24,0.17,1,7.48,1,1
6.55,-0.45,1,6.97,1,1
69.32,15.39,5,445.63,3,3
38.93,10.13,1,70.77,2,2
159.75,49.47,8,489.57,2,3
90.73,18.75,10,457.89,3,4
121.26,42.28,10,470.87,3,3
85.69,27.71,4,269.11,3,3
8.22,1.55,2,91.41,2,2
38.61,7.03,3,10.84,2,3
1.46,0.01,1,2.02,1,1
6.0,-0.48,1,7.66,1,1
103.56,39.72,4,188.13,3,3
35.59,6.15,2,30.72,2,3
18.59,4.68,3,84.75,2,2
93.83,28.94,6,316.95,3,4
3.2,0.47,1,4.82,1,2
6.17,1.01,1,3.17,2,1
24.09,6.67,1,17.94,3,2
35.58,8.58,2,11.33,2,3
123.81,48.73,4,424.69,3,4
39.88,7.47,2,39.43,2,2
4.87,0.3,1,8.78,2,1
2.83,0.11,1,9.47,1,1
2.09,0.31,1,8.02,1,1
9.25,1.74,1,58.26,2,2
2.48,0.52,1,4.03,1,1
0.63,0.04,1,1.22,1,2
6.6,0.06,1,9.69,2,1
65.79,18.8,4,299.27,3,3
3.37,0.22,1,8.09,1,1
38.29,9.8,3,73.05,2,2
25.86,4.91,1,35.49,2,3
20.78,5.53,1,69.23,2,3
152.89,39.62,8,472.26,3,4
4.33,0.81,1,5.36,1,2
103.65,35.76,5,352.58,3,4
29.26,7.61,2,52.11,2,2
0.94,-0.07,1,4.67,1,1
42.5,13.86,6,247.73,3,4
0.97,0.16,1,7.86,1,1
86.33,22.81,10,362.44,2,4
15.24,4.14,1,18.9,2,2
5.44,0.67,1,6.39,1,1
47.35,16.55,4,168.51,3,4
4.26,-0.3,1,8.18,1,2
17.46,4.64,3,42.04,2,2
147.32,29.56,4,240.11,3,3
20.36,5.03,2,95.85,3,2
3.72,-0.0,1,4.33,1,1
32.35,5.02,1,27.02,2,2
6.73,0.94,1,3.15,1,2
3.36,-0.24,1,1.07,1,1
5.04,0.66,1,4.7,1,1
2.24,-0.05,1,2.35,1,2
12.03,2.47,2,35.62,1,2
11.34,3.32,1,85.3,3,2
1.23,0.2,1,1.4,1,1
61.0,22.17,10,152.5,3,3
34.56,9.32,1,15.64,2,2
136.84,38.42,3,452.26,3,3
36.54,8.84,1,98.14,2,2
21.39,4.98,2,84.8,3,3
26.59,4.82,2,80.27,2,2
125.26,30.17,6,360.55,2,4
50.77,15.61,10,403.19,3,4
22.85,4.45,3,63.04,2,3
6.81,1.08,1,8.89,1,1
19.12,4.22,1,65.74,2,3
23.96,6.34,1,83.08,2,2
13.43,2.29,3,23.13,2,2
4.05,0.21,1,1.01,1,1
32.41,9.56,3,91.3,2,3
28.81,7.71,2,24.32,2,3
21.0,4.76,3,40.66,2,2
6.59,0.56,1,3.84,2,2
2.27,0.3,1,2.19,2,2
6.44,0.84,1,3.29,2,1
1.5,0.14,1,9.92,1,2
71.69,21.63,6,404.37,2,4
4.37,0.9,1,6.92,1,1
49.31,16.75,9,204.71,3,3
29.1,4.83,1,51.39,3,2
17.56,3.62,2,91.77,3,2
23.41,6.08,3,25.06,2,2
2.24,0.3,1,9.63,1,1
4.0,0.6,1,6.54,2,2
53.48,18.9,6,356.22,3,3
32.01,8.99,3,59.09,2,2
99.29,27.36,8,161.08,3,3
3.63,0.85,1,8.35,1,1
33.63,8.8,3,90.11,2,2
10.29,2.28,3,68.0,1,3
2.06,-0.2,1,5.26,1,2
19.54,3.99,1,33.24,2,3
36.59,7.78,1,63.1,3,2
27.74,7.69,1,98.26,3,3
15.28,3.3,1,92.49,2,2
0.84,0.08,1,7.66,1,1
102.21,25.16,10,175.2,3,4
38.02,7.14,3,34.11,3,2
25.14,5.38,3,99.32,2,2
18.12,5.01,3,43.93,2,2
1.16,0.25,1,9.0,1,1
37.28,6.77,3,71.84,2,2
1.55,-0.08,1,9.52,2,1
2.71,-0.19,1,2.88,1,2
38.35,7.41,1,68.8,2,3
2.98,-0.18,1,8.45,1,2
2.54,0.36,1,9.37,1,1
4.98,0.39,1,2.85,1,1
33.6,6.56,1,99.46,1,2
31.43,5.81,3,99.52,2,2
6.21,0.5,1,9.03,1,2
21.17,5.58,1,74.64,2,2
4.05,0.66,1,3.08,2,1
18.35,4.88,3,56.96,2,2
38.59,8.15,2,72.11,2,2
19.5,4.83,2,90.75,3,2
5.83,0.73,1,4.19,1,1
65.19,22.13,8,496.66,2,3
3.27,0.4,1,2.29,1,1
31.71,8.32,1,18.04,3,3
18.83,4.4,1,61.99,2,3
31.43,7.85,1,93.55,2,3
4.67,0.62,1,3.54,1,2
20.37,3.19,2,36.48,1,3
3.42,-0.32,1,6.43,1,1
6.26,-0.49,1,7.91,1,1
31.37,8.59,3,25.56,3,3
2.27,-0.11,1,2.08,2,1
4.98,0.01,1,8.38,1,1
56.18,15.94,3,327.12,3,3
5.01,0.04,1,8.56,1,1
3.94,-0.02,1,8.69,1,1
1.4,-0.05,1,7.24,1,1
151.92,56.31,9,266.53,2,3
4.32,-0.06,1,1.43,1,1
73.68,29.46,7,110.19,2,3
9.2,2.69,2,77.72,3,3
12.67,2.76,1,92.44,2,3
6.37,0.13,1,9.16,1,1
1.98,-0.13,1,3.89,1,1
25.27,7.32,1,36.14,3,2
36.09,9.4,3,92.99,3,2
6.88,1.7,1,3.48,2,1
2.91,0.19,1,9.76,1,1
25.15,4.65,2,20.95,3,2
5.52,1.28,1,2.59,1,1
6.25,0.71,1,6.87,1,1
23.65,4.74,2,91.68,2,2
2.04,0.42,1,7.88,2,1
12.69,2.46,3,82.12,2,3
13.02,3.34,2,26.98,1,3
5.38,0.16,1,3.93,1,1
2.26,0.09,1,7.3,1,1
0.92,-0.03,1,8.38,1,2
5.14,-0.48,1,1.54,1,2
6.56,-0.12,1,5.85,1,1
47.13,11.54,10,134.97,3,3
5.62,0.3,1,7.79,1,1
148.79,56.81,8,126.08,2,4
22.43,3.94,2,28.91,3,2
109.53,25.31,4,492.12,2,3
29.78,6.48,2,34.59,2,3
38.97,10.37,3,67.32,1,3
4.91,-0.07,1,5.1,2,2
3.46,0.15,1,6.74,2,1
1.5,0.2,1,6.14,1,1
25.55,7.36,1,48.03,1,3
2.79,0.01,1,5.31,1,1
32.29,8.09,1,21.49,1,2
2.85,0.39,1,3.59,1,1
5.33,0.49,1,9.92,1,1
4.53,1.01,1,9.46,1,1
6.06,1.43,1,8.87,1,1
3.81,0.8,1,4.46,1,1
18.64,3.39,3,16.97,1,3
4.65,1.12,1,5.85,1,1
4.93,0.32,1,1.65,1,1
31.42,5.26,2,19.85,3,3
6.22,1.41,1,9.92,1,1
19.68,5.71,3,16.66,2,2
7.12,1.36,3,98.29,2,2
3.49,0.15,1,5.34,1,1
34.59,5.61,2,64.41,2,2
1.52,0.28,1,7.78,2,1
4.53,0.91,1,7.11,2,2
6.21,0.73,1,1.33,1,2
129.17,37.75,6,396.34,3,4
0.89,-0.09,1,9.82,1,2
37.54,10.01,1,79.55,3,2
35.86,5.48,3,13.23,3,3
2.72,0.55,1,9.44,1,1
22.71,6.01,2,70.64,2,2
5.97,-0.4,1,4.14,1,1
34.29,6.15,1,45.5,3,3
1.05,0.21,1,4.76,1,1
11.68,3.26,2,81.5,3,2
39.46,9.49,3,21.2,2,3
4.29,0.3,1,1.93,1,1
94.02,27.79,4,125.6,3,3
15.65,4.24,1,26.67,2,3
38.96,7.17,2,21.48,2,2
1.24,0.17,1,9.29,1,1
18.19,5.41,3,92.84,2,3
2.66,0.52,1,2.91,1,1
5.7,-0.21,1,9.17,2,1
2.25,-0.02,1,1.14,2,2
28.39,4.44,2,62.91,3,3
2.64,0.35,1,1.48,1,1
24.86,7.08,3,44.85,2,2
6.83,0.01,1,3.99,1,1
3.37,0.66,1,6.39,1,1
3.04,0.29,1,7.32,1,1
5.52,-0.53,1,1.6,1,2
0.69,-0.07,1,5.16,2,1
2.46,0.33,1,2.16,1,1
30.16,6.66,3,76.5,3,3
2.77,-0.15,1,2.19,1,1
132.58,26.73,9,340.49,2,3
8.59,2.31,3,17.68,2,2
1.83,0.37,1,5.48,1,1
1.77,0.0,1,7.46,1,1
32.89,5.72,1,19.64,2,2
39.37,8.74,1,27.58,2,3
3.65,0.36,1,3.5,1,1
1.46,0.12,1,7.39,2,1
12.17,2.27,2,81.07,2,2
5.33,0.55,1,7.4,1,2
147.38,48.21,10,444.64,3,4
6.39,-0.18,1,6.59,1,2
3.58,0.6,1,8.49,1,1
6.27,0.6,1,4.24,1,1
27.37,7.7,3,75.84,3,2
3.75,0.83,1,7.21,1,1
9.93,2.76,1,18.53,2,3
26.84,7.43,1,40.12,2,2
6.97,1.67,1,7.42,1,1
38.47,11.3,3,51.29,3,2
110.36,23.3,4,192.22,3,3
12.21,2.05,3,17.63,2,2
4.05,-0.2,1,2.16,1,2
6.76,0.19,1,5.59,2,1
2.05,0.47,1,3.82,1,1
7.76,1.48,2,78.96,2,3
3.95,-0.01,1,2.57,1,1
3.5,0.49,1,9.14,2,1
6.18,0.39,1,4.97,1,1
20.54,5.53,2,35.16,2,3
32.82,7.6,1,41.65,2,3
4.38,0.83,1,5.03,1,1
28.98,8.26,2,80.68,2,2
51.12,19.36,3,404.06,2,4
47.92,10.13,6,442.89,3,4
2.33,0.31,1,7.43,1,1
23.2,3.77,3,75.67,2,2
1.31,0.12,1,6.48,1,2
138.21,34.1,9,116.95,3,4
31.28,7.39,3,25.2,2,3
32.65,8.26,1,62.48,1,2
1.68,-0.08,1,4.24,1,1
3.31,0.19,1,1.07,1,2
9.77,2.13,2,92.26,2,2
32.38,5.4,1,45.35,2,2
17.28,3.52,2,25.34,2,2
5.83,0.69,1,9.67,1,1
37.15,5.6,3,35.65,2,2
19.84,3.8,1,67.83,2,3
9.26,2.48,1,91.96,3,3
0.93,0.02,1,3.41,2,1
3.4,0.22,1,8.27,1,1
5.29,-0.36,1,9.92,1,1
120.38,38.97,5,101.08,3,4
32.15,9.38,1,14.98,3,2
35.24,5.87,3,29.69,2,2
30.09,7.92,3,96.18,2,2
7.99,2.39,2,35.98,2,2
15.56,3.42,3,38.6,3,3
6.96,-0.6,1,3.89,1,2
3.36,-0.2,1,4.11,1,1
2.92,0.46,1,4.3,2,1
32.36,7.99,2,53.03,1,2
2.6,0.13,1,3.06,1,2
17.7,3.42,2,90.08,3,2
1.97,0.32,1,1.77,1,1
1.19,-0.09,1,5.98,1,1
2.1,0.05,1,3.92,2,1
2.06,0.12,1,7.0,1,1
6.28,1.36,1,8.56,1,2
39.0,8.86,2,86.82,1,2
26.02,6.04,2,80.17,2,2
25.42,4.55,3,41.71,3,3
11.34,2.62,2,51.14,2,2
20.74,5.07,3,69.71,2,3
89.16,34.81,3,499.66,3,4
8.18,2.1,1,39.14,3,2
47.13,13.92,7,123.82,3,3
39.5,11.44,1,40.42,3,3
0.98,-0.05,1,2.62,1,2
144.66,43.53,10,204.71,3,4
23.92,5.44,1,39.37,2,2
60.14,18.39,8,209.29,2,4
0.93,0.0,1,6.41,1,1
37.53,9.02,1,35.91,2,2
6.16,1.16,1,3.8,1,1
48.81,15.8,3,256.32,2,4
34.3,7.13,2,79.45,2,2
29.04,4.75,3,89.43,3,2
33.92,6.22,3,34.91,2,2
19.72,4.43,3,24.99,2,3
1.9,0.18,1,3.87,1,1
8.36,1.49,3,24.33,2,2
37.58,7.94,3,11.2,3,2
6.4,0.92,1,3.24,1,1
21.79,6.31,2,15.39,2,2
30.2,6.5,3,82.64,3,3
3.43,0.76,1,1.24,1,1
12.59,2.28,1,25.22,2,2
5.97,-0.04,1,7.64,1,1
35.94,6.61,1,15.61,2,2
5.58,0.52,1,5.2,1,1
121.12,37.4,6,230.92,2,4
19.3,4.99,2,30.1,3,2
2.88,-0.05,1,4.3,1,1
18.62,4.28,1,17.86,3,2
49.19,17.42,4,218.87,2,4
5.51,0.14,1,4.75,1,1
2.17,0.3,1,3.29,1,1
24.44,4.21,3,25.77,3,2
5.27,0.03,1,2.77,2,2
19.43,4.82,3,70.16,2,2
16.55,4.86,1,16.81,2,3
21.97,5.11,2,90.45,2,3
1.8,0.3,1,6.79,2,1
31.04,6.35,3,87.05,2,3
48.47,10.08,6,221.59,3,3
6.56,0.16,1,2.11,1,1
49.07,9.96,8,217.39,3,4
10.54,3.02,1,10.86,2,2
1.95,-0.15,1,4.17,1,1
33.75,7.38,1,98.71,2,3
